gene_id,type,percent_disorder,average_dnds,fpkm,nc,gc,protein_length,gravy,cai,taxon
LmjF.33.2520,non-orphan,4.912836767,0.2151,21.7994,45.19,0.632,571,0.07286,0.391,Eukaryota
LmjF.33.2530,non-orphan,21.07988166,0.11241,27.5762,41.23,0.614,1292,-0.21718,0.458,Eukaryota
LmjF.33.2610,non-orphan,9.392265193,0.09633,31.0121,41.08,0.605,483,-0.22878,0.477,Eukaryota
LmjF.33.2620,non-orphan,6.52173913,0.36517,27.0139,47.62,0.627,492,0.03557,0.321,Eukaryota
LmjF.33.2650,non-orphan,9.563164109,0.365,10.025,44.95,0.632,787,-0.1197,0.387,Eukaryota
LmjF.33.2700,non-orphan,16.79064825,0.11737,19.8349,42.37,0.63,881,-0.15153,0.429,Eukaryota
LmjF.33.2810,non-orphan,13.32082552,0.17584,45.8073,42.8,0.632,473,-0.24376,0.423,Eukaryota
LmjF.33.2835,non-orphan,65.6626506,0.9991,43.9846,56.71,0.593,438,-0.52511,0.281,Eukaryota
LmjF.33.2955,non-orphan,0,0.67739,48.6871,54.96,0.581,101,0.2901,0.226,Eukaryota
LmjF.33.3050,non-orphan,8.896396396,0.3602,18.014,50.39,0.614,828,-0.08804,0.316,Eukaryota
LmjF.33.3190,non-orphan,20.85889571,0.00384,33.8048,44.12,0.56,103,-0.39612,0.391,Eukaryota
LmjF.33.3210,non-orphan,8.262711864,0.09727,34.5616,41.34,0.606,884,-0.1405,0.47,Eukaryota
LmjF.34.0030,non-orphan,4.395604396,0.1431,29.0761,55.54,0.525,395,-0.11772,0.223,Eukaryota
LmjF.34.0050,non-orphan,11.02484472,0.18373,33.2873,49.04,0.543,584,-0.0363,0.337,Eukaryota
LmjF.34.0175,non-orphan,62.82420749,0.63361,16.8042,53.75,0.608,634,-0.41514,0.29,Eukaryota
LmjF.34.0210,non-orphan,39.77695167,0.18068,22.1006,47.83,0.614,209,-0.79904,0.444,Eukaryota
LmjF.34.0300,non-orphan,45.53243574,0.24009,13.576,44.25,0.642,757,-0.32642,0.417,Eukaryota
LmjF.34.0350,non-orphan,10.50228311,0.0294,37.4571,36.83,0.607,378,-0.56111,0.601,Eukaryota
LmjF.34.0370,non-orphan,30.35863219,0.24236,14.2592,45.08,0.641,1139,-0.18323,0.373,Eukaryota
LmjF.34.0440,non-orphan,40.8839779,0.03301,216.301,28.02,0.639,121,-0.42645,0.69,Eukaryota
LmjF.34.0490,non-orphan,6.23655914,0.06036,27.9814,39.78,0.607,870,-0.00989,0.481,Eukaryota
LmjF.34.0550,non-orphan,19.18008785,0.13277,51.7191,42.19,0.611,623,-0.03162,0.452,Eukaryota
LmjF.34.0650,non-orphan,10.02710027,0.00487,43.6313,37.81,0.606,309,-0.25858,0.567,Eukaryota
LmjF.34.0700,non-orphan,33.9100346,0.47035,7.2072,59.81,0.52,229,-1.00349,0.187,Eukaryota
LmjF.34.0740,non-orphan,10.60606061,0.15078,11.4402,49.93,0.578,468,-0.10427,0.325,Eukaryota
LmjF.34.0820,non-orphan,19.19191919,0.13447,44.5747,27.38,0.654,237,-0.32911,0.785,Eukaryota
LmjF.34.0840,non-orphan,19.19191919,0.13447,69.7883,27.38,0.654,237,-0.32911,0.785,Eukaryota
LmjF.34.0900,non-orphan,33.23782235,0.12963,25.642,50.23,0.601,289,-0.41626,0.309,Eukaryota
LmjF.34.1000,non-orphan,17.65526867,0.14903,16.018,42.94,0.626,1373,-0.33197,0.415,Eukaryota
LmjF.34.1020,non-orphan,21.12403101,0.13696,21.6412,46.41,0.578,456,-0.18465,0.418,Eukaryota
LmjF.34.1330,non-orphan,2.575107296,0.07839,18.166,43.78,0.605,406,-0.30788,0.413,Eukaryota
LmjF.34.1470,non-orphan,30.61674009,0.26581,14.696,44.33,0.636,394,-0.45228,0.404,Eukaryota
LmjF.34.2050,non-orphan,28.73696408,0.08729,13.3468,42.8,0.589,803,-0.43935,0.404,Eukaryota
LmjF.34.2170,non-orphan,20.48,0.37327,14.1035,49.41,0.61,565,-0.47982,0.301,Eukaryota
LmjF.34.2190,non-orphan,5.270457698,0.15325,8.3492,43.18,0.591,1382,-0.1042,0.409,Eukaryota
LmjF.34.2200,non-orphan,5.476673428,0.20624,27.5323,47.41,0.598,433,-0.1455,0.408,Eukaryota
LmjF.34.2330,non-orphan,0,0.0389,18.5579,36.39,0.545,143,0.19231,0.508,Eukaryota
LmjF.34.2390,non-orphan,44.39834025,0.01295,21.5736,43.29,0.575,181,-0.67514,0.402,Eukaryota
LmjF.34.2420,non-orphan,4.262295082,0.22141,13.8049,40.92,0.617,550,-0.02291,0.417,Eukaryota
LmjF.34.2430,non-orphan,38.59447005,0.14949,31.9782,43.96,0.627,808,-0.54926,0.423,Eukaryota
LmjF.34.2470,non-orphan,59.31372549,0.01714,287.116,38.18,0.639,144,-0.74028,0.578,Eukaryota
LmjF.34.2610,non-orphan,18.2320442,0.02461,38.7556,41.24,0.605,483,-0.28178,0.499,Eukaryota
LmjF.34.2620,non-orphan,6.293706294,0.20732,13.3057,44.73,0.618,655,-0.21756,0.375,Eukaryota
LmjF.34.2670,non-orphan,2.046783626,0.2059,18.6267,45.84,0.635,624,-0.06843,0.385,Eukaryota
LmjF.34.2750,non-orphan,44.35318275,0.14513,11.8252,41.65,0.639,427,-0.74028,0.419,Eukaryota
LmjF.34.2790,non-orphan,13.78787879,0.22401,34.9625,44.96,0.616,600,-0.46083,0.411,Eukaryota
LmjF.34.2830,non-orphan,0,0.13799,16.0572,46.4,0.583,103,0.24272,0.348,Eukaryota
LmjF.34.2840,non-orphan,10.56910569,0.23539,17.9766,49.37,0.623,678,0.05944,0.318,Eukaryota
LmjF.34.3060,non-orphan,1.435406699,0.17413,34.8611,51.26,0.571,358,-0.05391,0.319,Eukaryota
LmjF.34.3080,non-orphan,14.4638404,0.19929,18.5274,45.88,0.613,742,-0.13167,0.399,Eukaryota
LmjF.34.3090,non-orphan,38.77887789,0.17405,21.9844,47.23,0.568,546,-0.52015,0.363,Eukaryota
LmjF.34.3190,non-orphan,16.31578947,0.0768,25.3394,45.08,0.609,510,-0.07373,0.372,Eukaryota
LmjF.34.3220,non-orphan,7.148726376,0.19729,15.7268,46.24,0.585,1157,0.17035,0.379,Eukaryota
LmjF.34.3280,non-orphan,16.20111732,0.13995,40.8675,41.95,0.625,477,-0.22725,0.425,Eukaryota
LmjF.34.3430,non-orphan,6.004901961,0.03478,27.3833,37.47,0.615,756,-0.16534,0.525,Eukaryota
LmjF.34.3440,non-orphan,24.92795389,0.0858,23.7744,38.59,0.593,634,-0.83155,0.512,Eukaryota
LmjF.34.3500,non-orphan,8.477842004,0.01913,22.6973,39.01,0.595,459,-0.17952,0.471,Eukaryota
LmjF.34.3590,non-orphan,10.58122206,0.15295,13.7359,44.54,0.596,611,-0.31669,0.396,Eukaryota
LmjF.34.3645,non-orphan,10.3030303,0.47727,12.0684,54.13,0.603,105,0.16286,0.362,Eukaryota
LmjF.34.3740,non-orphan,7.116788321,0.15378,36.3442,40.05,0.623,488,-0.0832,0.47,Eukaryota
LmjF.34.3820,non-orphan,52.14899713,0.25084,23.9616,43.22,0.607,289,-0.69654,0.423,Eukaryota
LmjF.34.3860,non-orphan,23.69942197,0.03841,23.483,54.6,0.563,113,-0.26637,0.326,Eukaryota
LmjF.34.3970,non-orphan,5.619266055,0.13606,21.9083,40.89,0.604,812,0.13153,0.451,Eukaryota
LmjF.34.3980,non-orphan,7.692307692,0.05284,29.7498,38.53,0.586,148,-0.48649,0.561,Eukaryota
LmjF.34.4000,non-orphan,1.766784452,0.26226,12.8948,45.84,0.61,506,-0.12925,0.417,Eukaryota
LmjF.34.4030,non-orphan,2.307692308,0.08736,13.967,43.28,0.619,330,-0.11909,0.443,Eukaryota
LmjF.34.4130,non-orphan,0.114285714,0.15652,39.3779,40.84,0.62,815,0.27436,0.495,Eukaryota
LmjF.34.4190,non-orphan,0,0.04963,17.8805,46.14,0.565,309,-0.10356,0.358,Eukaryota
LmjF.34.4260,non-orphan,22.32587065,0.24059,11.6272,44.45,0.609,1548,-0.22532,0.392,Eukaryota
LmjF.34.4270,non-orphan,1.351351351,0.2699,17.7784,47.76,0.603,236,-0.13305,0.397,Eukaryota
LmjF.34.4290,non-orphan,86.07142857,0.19507,20.9164,38.93,0.688,220,-0.75818,0.47,Eukaryota
LmjF.34.4310,non-orphan,8.678343949,0.10145,29.6081,40.95,0.608,1196,-0.1097,0.475,Eukaryota
LmjF.34.4340,non-orphan,0,0.07548,19.9644,30.28,0.642,220,-0.08273,0.699,Eukaryota
LmjF.34.4350,non-orphan,1.744186047,0.02187,12.6721,34.09,0.661,112,-0.85179,0.541,Eukaryota
LmjF.34.4360,non-orphan,4.152249135,0.15777,11.4561,50.66,0.582,229,0.19214,0.314,Eukaryota
LmjF.34.4370,non-orphan,0,0.07548,19.1968,30.28,0.642,220,-0.08273,0.699,Eukaryota
LmjF.34.4380,non-orphan,1.744186047,0.02187,12.0961,34.09,0.661,112,-0.85179,0.541,Eukaryota
LmjF.34.4390,non-orphan,4.152249135,0.15777,11.1478,50.66,0.582,229,0.19214,0.314,Eukaryota
LmjF.34.4400,non-orphan,0,0.07548,20.73,30.28,0.642,220,-0.08273,0.699,Eukaryota
LmjF.34.4410,non-orphan,1.744186047,0.02187,14.6881,34.09,0.661,112,-0.85179,0.541,Eukaryota
LmjF.34.4420,non-orphan,4.152249135,0.15777,14.9633,50.66,0.582,229,0.19214,0.314,Eukaryota
LmjF.34.4430,non-orphan,0,0.07548,17.9262,30.28,0.642,220,-0.08273,0.699,Eukaryota
LmjF.34.4440,non-orphan,1.744186047,0.02187,13.3201,34.09,0.661,112,-0.85179,0.541,Eukaryota
LmjF.34.4450,non-orphan,4.152249135,0.15777,12.9459,50.66,0.582,229,0.19214,0.314,Eukaryota
LmjF.34.4460,non-orphan,0,0.07548,21.0834,30.28,0.642,220,-0.08273,0.699,Eukaryota
LmjF.34.4470,non-orphan,1.744186047,0.02187,13.9681,34.09,0.661,112,-0.85179,0.541,Eukaryota
LmjF.34.4480,non-orphan,4.152249135,0.15777,11.2733,50.66,0.582,229,0.19214,0.314,Eukaryota
LmjF.34.4490,non-orphan,0,0.07548,19.3593,30.28,0.642,220,-0.08273,0.699,Eukaryota
LmjF.34.4520,non-orphan,0,0.05807,21.4982,30.28,0.642,220,-0.08273,0.699,Eukaryota
LmjF.34.4550,non-orphan,30.23809524,0.03885,35.5974,43.14,0.598,360,-0.23722,0.441,Eukaryota
LmjF.35.0040,non-orphan,0.506970849,0.26484,25.0555,47.35,0.574,729,-0.24623,0.367,Eukaryota
LmjF.35.0070,non-orphan,0.568181818,0.01727,51.2228,45.32,0.574,292,-0.07843,0.453,Eukaryota
LmjF.35.0110,non-orphan,1.639344262,0.13934,41.0226,47.67,0.562,184,0.12989,0.347,Eukaryota
LmjF.35.0130,non-orphan,0,0.1005,28.8863,50.78,0.545,186,-0.07634,0.331,Eukaryota
LmjF.35.0320,non-orphan,9.385665529,0.08145,71.8952,35.58,0.62,526,-0.15361,0.557,Eukaryota
LmjF.35.0330,non-orphan,2.512562814,0.15755,18.5368,47.29,0.613,338,0.38373,0.334,Eukaryota
LmjF.35.0360,non-orphan,0.280112045,0.15852,23.037,40.5,0.666,297,0.2037,0.482,Eukaryota
LmjF.35.0370,non-orphan,16.12903226,0.00921,215.599,39.38,0.574,405,-0.25926,0.541,Eukaryota
LmjF.35.0580,non-orphan,72.53521127,0.06392,75.8779,33.49,0.589,224,-0.85759,0.597,Eukaryota
LmjF.35.0600,non-orphan,5.857740586,0.01995,672.002,33.57,0.62,179,-0.53911,0.691,Eukaryota
LmjF.35.0760,non-orphan,13.4935305,0.08814,43.8998,43.91,0.604,481,-0.07776,0.399,Eukaryota
LmjF.35.0970,non-orphan,2.552204176,0.05291,150.874,32.72,0.627,371,-0.48383,0.654,Eukaryota
LmjF.35.0980,non-orphan,2.059496568,0.15666,84.3544,36.65,0.622,377,-0.36923,0.563,Eukaryota
LmjF.35.1010,non-orphan,14.52784504,0.00866,95.8633,34.32,0.613,353,-0.53513,0.613,Eukaryota
LmjF.35.1200,non-orphan,7.722513089,0.16263,24.8503,53.23,0.513,704,-0.33281,0.242,Eukaryota
LmjF.35.1260,non-orphan,7.600950119,0.07544,41.875,44.06,0.584,361,-0.15291,0.386,Eukaryota
LmjF.35.1300,non-orphan,20.19230769,0.00931,173.035,45.9,0.561,148,-0.46014,0.472,Eukaryota
LmjF.35.1310,non-orphan,26.25,0.09874,133.598,32.45,0.657,100,-0.682,0.68,Eukaryota
LmjF.35.1355,non-orphan,76.3496144,0.98871,22.1431,57.07,0.611,329,-0.48207,0.219,Eukaryota
LmjF.35.1400,non-orphan,40.4109589,0.14083,24.3681,47.04,0.629,232,-1.00259,0.363,Eukaryota
LmjF.35.1420,non-orphan,39.21852388,0.09357,47.8087,42.63,0.596,631,-0.57211,0.473,Eukaryota
LmjF.35.1480,non-orphan,2.05655527,0.09417,64.6992,41.87,0.598,329,-0.07568,0.472,Eukaryota
LmjF.35.1540,non-orphan,11.20448179,0.0417,115.501,33.27,0.632,297,-0.38754,0.6,Eukaryota
LmjF.35.1660,non-orphan,21.55555556,0.23022,21.615,45.77,0.614,840,-0.33119,0.387,Eukaryota
LmjF.35.1700,non-orphan,1.895734597,0.07379,13.2977,43.77,0.613,362,0.06409,0.409,Eukaryota
LmjF.35.1730,non-orphan,14.12037037,0.07991,67.4756,49.56,0.555,372,-0.38333,0.356,Eukaryota
LmjF.35.1740,non-orphan,7.27124183,0.12365,47.4983,49.07,0.554,1164,-0.37423,0.353,Eukaryota
LmjF.35.1790,non-orphan,2.614379085,0.23233,20.2764,52.91,0.574,552,-0.20127,0.271,Eukaryota
LmjF.35.1800,non-orphan,20.40816327,0.2004,24.3287,44.71,0.579,332,-0.66446,0.415,Eukaryota
LmjF.35.1820,non-orphan,84.68468468,0.11529,22.1218,44.81,0.603,273,-1.35202,0.398,Eukaryota
LmjF.35.1850,non-orphan,0,0.19053,72.4377,45.54,0.56,216,-0.14028,0.403,Eukaryota
LmjF.35.1920,non-orphan,55.15151515,0.02425,446.567,37.1,0.625,105,-0.77619,0.573,Eukaryota
LmjF.35.1950,non-orphan,1.694915254,0.08859,19.5296,44.29,0.569,235,-0.42043,0.447,Eukaryota
LmjF.35.2075,non-orphan,0,0.70117,43.9318,55.49,0.571,234,0.5641,0.26,Eukaryota
LmjF.35.2080,non-orphan,10.43627032,0.09161,41.8575,38.21,0.598,1109,0.03345,0.505,Eukaryota
LmjF.35.2120,non-orphan,0,0.08154,53.9786,45.37,0.563,205,-0.08537,0.433,Eukaryota
LmjF.35.2160,non-orphan,0,0.31642,112.644,46,0.586,362,-0.0732,0.399,Eukaryota
LmjF.35.2190,non-orphan,4.464285714,0.01011,219.469,34.22,0.628,164,-0.11768,0.651,Eukaryota
LmjF.35.2330,non-orphan,3.779366701,0.09869,35.5926,39.95,0.62,919,0.15952,0.476,Eukaryota
LmjF.35.2350,non-orphan,0.367647059,0.07387,48.851,36.64,0.614,484,-0.11322,0.55,Eukaryota
LmjF.35.2420,non-orphan,8.176100629,0.0735,34.7548,44.28,0.601,417,-0.44221,0.427,Eukaryota
LmjF.35.2510,non-orphan,0,0.13542,24.4114,41.01,0.574,111,0.63243,0.368,Eukaryota
LmjF.35.2550,non-orphan,48.54368932,0.11159,12.0181,42.24,0.612,455,-0.82,0.395,Eukaryota
LmjF.35.2720,non-orphan,14.64088398,0.04744,44.5933,43.88,0.553,302,-0.58576,0.449,Eukaryota
LmjF.35.2725,non-orphan,35.3968254,0.55554,52.48,52.51,0.608,570,-0.45298,0.234,Eukaryota
LmjF.35.2730,non-orphan,3.389830508,0.05537,63.2926,43.56,0.583,412,-0.02937,0.456,Eukaryota
LmjF.35.2880,non-orphan,0,0.09034,29.9182,42.66,0.574,141,-0.14184,0.391,Eukaryota
LmjF.35.3010,non-orphan,5.472636816,0.03428,51.7764,42.82,0.563,141,-0.44397,0.494,Eukaryota
LmjF.35.3030,non-orphan,9.81595092,0.23477,25.8684,50.2,0.568,266,0.24587,0.363,Eukaryota
LmjF.35.3100,non-orphan,63.47914547,0.15483,168.683,39.87,0.653,923,-0.90845,0.52,Eukaryota
LmjF.35.3210,non-orphan,26.93370166,0.17406,36.3752,41.67,0.611,664,-0.35075,0.476,Eukaryota
LmjF.35.3290,non-orphan,60.08064516,0.04465,514.132,29.47,0.624,188,-0.79043,0.833,Eukaryota
LmjF.35.3320,non-orphan,2.973977695,0.10402,23.0418,45.63,0.606,209,-0.29952,0.421,Eukaryota
LmjF.35.3400,non-orphan,2.286902287,0.11913,16.8353,44.25,0.605,421,-0.15796,0.406,Eukaryota
LmjF.35.3510,non-orphan,18.75452571,0.14884,30.7955,42.29,0.623,1321,-0.49826,0.409,Eukaryota
LmjF.35.3600,non-orphan,40.04474273,0.27181,30.9989,51.89,0.612,387,-0.28398,0.324,Eukaryota
LmjF.35.3610,non-orphan,6.188925081,0.22831,24.2344,45.81,0.609,247,0.07652,0.402,Eukaryota
LmjF.35.3630,non-orphan,11.64179104,0.3672,48.5681,46.97,0.578,610,0.60689,0.377,Eukaryota
LmjF.35.3750,non-orphan,19.46524064,0.27081,18.1009,48.91,0.613,875,-0.17691,0.322,Eukaryota
LmjF.35.3760,non-orphan,28.7804878,0.05348,483.034,34.17,0.623,145,-0.65931,0.639,Eukaryota
LmjF.35.3840,non-orphan,8.280254777,0.12743,96.4181,43.75,0.594,254,-0.11417,0.489,Eukaryota
LmjF.35.3860,non-orphan,6.666666667,0.0436,83.2137,39.8,0.58,570,-0.18035,0.504,Eukaryota
LmjF.35.3880,non-orphan,9.920634921,0.07052,37.9321,49.45,0.549,444,-0.49302,0.375,Eukaryota
LmjF.35.3930,non-orphan,0,0.20069,41.2025,53.05,0.565,256,0.59688,0.338,Eukaryota
LmjF.35.4020,non-orphan,8.59030837,0.24207,61.6798,45.65,0.588,394,0.05761,0.396,Eukaryota
LmjF.35.4030,non-orphan,16.4,0.10286,16.571,40.88,0.617,690,-0.39609,0.408,Eukaryota
LmjF.35.4090,non-orphan,4.861111111,0.06645,23.1159,40.89,0.603,84,-0.47738,0.463,Eukaryota
LmjF.35.4110,non-orphan,3.773584906,0.11001,27.8454,41.03,0.595,205,-0.4122,0.495,Eukaryota
LmjF.35.4125,non-orphan,88.88888889,0.57228,73.3984,47.09,0.661,588,-0.41939,0.336,Eukaryota
LmjF.35.4250,non-orphan,8.398950131,0.23757,31.6446,46.7,0.592,321,-0.20561,0.38,Eukaryota
LmjF.35.4320,non-orphan,18.06239737,0.17853,21.1596,45.69,0.61,549,-0.351,0.373,Eukaryota
LmjF.35.4380,non-orphan,87.02702703,0.12197,61.5685,37.63,0.674,495,-1.28586,0.564,Eukaryota
LmjF.35.4400,non-orphan,39.47368421,0.03963,56.9029,39.45,0.558,206,-0.73495,0.528,Eukaryota
LmjF.35.4430,non-orphan,0.265251989,0.06239,206.693,39.11,0.587,317,-0.04322,0.588,Eukaryota
LmjF.35.4460,non-orphan,0,0.10373,52.0172,38.06,0.544,76,-0.22763,0.428,Eukaryota
LmjF.35.4500,non-orphan,0,0.02533,33.3311,36.21,0.622,82,-0.39756,0.434,Eukaryota
LmjF.35.4520,non-orphan,8.66873065,0.28078,35.8968,51.99,0.575,263,0.15019,0.305,Eukaryota
LmjF.35.4540,non-orphan,1.62601626,0.31943,47.3537,48.36,0.59,924,0.06147,0.371,Eukaryota
LmjF.35.4580,non-orphan,21.62162162,0.4803,26.5792,52.17,0.605,532,0.00019,0.311,Eukaryota
LmjF.35.4590,non-orphan,0.485436893,0.20914,39.092,47.75,0.588,352,-0.10114,0.333,Eukaryota
LmjF.35.4660,non-orphan,1.632653061,0.18529,16.666,48.12,0.615,430,-0.30186,0.344,Eukaryota
LmjF.35.4710,non-orphan,11.23882503,0.25171,27.5962,54.86,0.542,723,-0.14551,0.28,Eukaryota
LmjF.35.4770,non-orphan,14.25120773,0.08549,96.7828,41.04,0.596,354,-0.41441,0.501,Eukaryota
LmjF.35.4850,non-orphan,0.967741935,0.09095,51.236,36.37,0.643,250,-0.1004,0.555,Eukaryota
LmjF.35.5210,non-orphan,20.03816794,0.132,22.1575,47.49,0.6,464,-0.3556,0.373,Eukaryota
LmjF.35.5250,non-orphan,0,0.22672,31.774,53.35,0.58,466,0.12146,0.284,Eukaryota
LmjF.35.5260,non-orphan,6.206896552,0.04833,22.6338,56.41,0.573,85,-0.80824,0.29,Eukaryota
LmjF.35.5270,non-orphan,9.375,0.05693,21.7346,46.38,0.574,356,-0.35197,0.418,Eukaryota
LmjF.35.5310,non-orphan,8.755760369,0.04263,19.7536,45.53,0.561,374,-0.33957,0.437,Eukaryota
LmjF.35.5320,non-orphan,19.17808219,0.17034,12.7408,47.87,0.601,597,-0.28208,0.352,Eukaryota
LmjF.35.5370,non-orphan,2.237136465,0.22293,27.2076,44.14,0.596,387,0.10181,0.389,Eukaryota
LmjF.36.0020,non-orphan,26.25,0.14262,105.021,29.02,0.667,100,-0.682,0.778,Eukaryota
LmjF.36.0070,non-orphan,9.206349206,0.09151,101.761,40.74,0.569,255,-0.76235,0.492,Eukaryota
LmjF.36.0100,non-orphan,7.805596465,0.17865,21.8774,46.63,0.607,619,-0.26414,0.37,Eukaryota
LmjF.36.0140,non-orphan,7.605633803,0.24078,12.6969,48.23,0.591,650,0.19523,0.375,Eukaryota
LmjF.36.0250,non-orphan,13.70851371,0.03342,29.6022,37.39,0.6,633,-0.42891,0.54,Eukaryota
LmjF.36.0310,non-orphan,0,0.18138,19.459,45.08,0.6,230,-0.17522,0.406,Eukaryota
LmjF.36.0320,non-orphan,0,0.08977,43.463,40.07,0.589,206,-0.09418,0.494,Eukaryota
LmjF.36.0340,non-orphan,32.5203252,0.11097,36.861,32.87,0.63,63,-0.80794,0.58,Eukaryota
LmjF.36.0360,non-orphan,3.448275862,0.09656,52.0214,46.15,0.551,259,-0.03012,0.43,Eukaryota
LmjF.36.0460,non-orphan,3.692762186,0.10826,18.3494,42.53,0.576,617,-0.16548,0.452,Eukaryota
LmjF.36.0470,non-orphan,8.54368932,0.33837,8.2997,43.89,0.63,455,-0.16,0.414,Eukaryota
LmjF.36.0500,non-orphan,34.21052632,0.12962,26.5287,45.86,0.605,510,-0.65294,0.402,Eukaryota
LmjF.36.0540,non-orphan,42.97082228,0.3612,37.7196,59.28,0.537,317,-0.16309,0.2,Eukaryota
LmjF.36.0670,non-orphan,3.4416826,0.28558,48.5286,45.23,0.59,463,0.48963,0.389,Eukaryota
LmjF.36.0720,non-orphan,20.57026477,0.11831,19.6093,43.53,0.598,431,-0.27726,0.393,Eukaryota
LmjF.36.0800,non-orphan,6.12244898,0.18648,13.2456,48.45,0.628,626,0.00351,0.346,Eukaryota
LmjF.36.0860,non-orphan,22.99651568,0.23906,11.8142,53.58,0.611,514,-0.20253,0.306,Eukaryota
LmjF.36.0880,non-orphan,0.269541779,0.23199,25.6064,47.16,0.577,311,-0.13408,0.384,Eukaryota
LmjF.36.0990,non-orphan,33.77192982,0.09703,261.701,35.4,0.653,168,-0.81607,0.565,Eukaryota
LmjF.36.1070,non-orphan,13.58695652,0.03335,162.787,25.77,0.699,124,-0.70968,0.803,Eukaryota
LmjF.36.1200,non-orphan,0.29154519,0.42853,29.0148,47.1,0.589,626,0.18147,0.306,Eukaryota
LmjF.36.1260,non-orphan,0.232018561,0.05007,226.263,32.83,0.626,371,-0.23935,0.553,Eukaryota
LmjF.36.1265,non-orphan,16.49484536,0.61275,250.066,55.24,0.43,134,-0.51493,0.19,Eukaryota
LmjF.36.1340,non-orphan,0.778210117,0.12475,23.7229,44.54,0.586,711,-0.29733,0.41,Eukaryota
LmjF.36.1395,non-orphan,0,0.7912,12.6813,55.93,0.598,238,-0.17815,0.281,Eukaryota
LmjF.36.1430,non-orphan,18.81918819,0.0931,122.604,31.71,0.615,211,-0.38578,0.718,Eukaryota
LmjF.36.1600,non-orphan,6.191950464,0.05806,39.9655,41.26,0.601,263,-0.40608,0.475,Eukaryota
LmjF.36.1630,non-orphan,2.413793103,0.0795,53.0604,36.22,0.6,1680,-0.26744,0.566,Eukaryota
LmjF.36.1640,non-orphan,11.78247734,0.07389,151.317,32.42,0.694,271,-1.09225,0.649,Eukaryota
LmjF.36.1690,non-orphan,23.36956522,0.21499,17.0102,49.36,0.606,308,-0.31558,0.396,Eukaryota
LmjF.36.1710,non-orphan,26.39821029,0.0828,18.187,40.93,0.591,387,0.14935,0.466,Eukaryota
LmjF.36.1840,non-orphan,35.42538354,0.15183,17.1427,39.64,0.603,657,-0.42314,0.504,Eukaryota
LmjF.36.1850,non-orphan,29.30153322,0.07469,15.6002,42.8,0.605,527,-0.40285,0.435,Eukaryota
LmjF.36.1880,non-orphan,16.57060519,0.08731,13.5273,40.81,0.618,634,-0.3082,0.454,Eukaryota
LmjF.36.1905,non-orphan,85.44303797,0.74837,18.9958,51.89,0.648,414,-0.48382,0.292,Eukaryota
LmjF.36.1930,non-orphan,37.77777778,0.26614,50.0426,48.08,0.629,300,-0.26867,0.361,Eukaryota
LmjF.36.1955,non-orphan,7.900677201,0.37101,30.0235,56.1,0.488,383,-0.22272,0.211,Eukaryota
LmjF.36.1960,non-orphan,9.120521173,0.07586,55.365,50.83,0.522,247,-0.44534,0.389,Eukaryota
LmjF.36.2090,non-orphan,22.34468938,0.28025,21.328,42.25,0.625,938,-0.16322,0.435,Eukaryota
LmjF.36.2230,non-orphan,0.807754443,0.17558,16.9528,41.16,0.596,559,-0.21342,0.437,Eukaryota
LmjF.36.2250,non-orphan,3.738317757,0.02192,33.4042,36.71,0.58,368,-0.23913,0.53,Eukaryota
LmjF.36.2500,non-orphan,14.44141689,0.25154,13.0076,44.91,0.63,674,-0.20297,0.355,Eukaryota
LmjF.36.2580,non-orphan,12.55946717,0.24049,20.1293,46.43,0.616,991,-0.12674,0.378,Eukaryota
LmjF.36.2640,non-orphan,10.31096563,0.09754,15.9961,48.07,0.591,551,-0.22359,0.348,Eukaryota
LmjF.36.2650,non-orphan,32.25,0.24745,8.2584,50.84,0.625,340,-0.52177,0.321,Eukaryota
LmjF.36.2870,non-orphan,16.75126904,0.01538,293.527,29.46,0.601,137,-0.73723,0.765,Eukaryota
LmjF.36.2920,non-orphan,0,0.16733,24.1632,41.18,0.617,113,-0.13451,0.395,Eukaryota
LmjF.36.3000,non-orphan,12.15953307,0.10409,14.8184,41.19,0.59,968,-0.23017,0.464,Eukaryota
LmjF.36.3040,non-orphan,6.58436214,0.3539,28.164,52.65,0.57,183,-0.16612,0.298,Eukaryota
LmjF.36.3100,non-orphan,12.68115942,0.15886,34.0239,34.75,0.611,216,-0.6588,0.555,Eukaryota
LmjF.36.3230,non-orphan,3.523489933,0.18425,14.8803,42.56,0.637,536,-0.10821,0.409,Eukaryota
LmjF.36.3270,non-orphan,0,0.00578,253.398,31.33,0.568,129,-0.61163,0.721,Eukaryota
LmjF.36.3400,non-orphan,100,0.06015,258.959,30.2,0.629,70,-1.23286,0.639,Eukaryota
LmjF.36.3420,non-orphan,4.275534442,0.15441,36.6507,40.78,0.576,361,-0.3856,0.429,Eukaryota
LmjF.36.3430,non-orphan,20.89201878,0.2845,15.3052,43.16,0.623,792,-0.33801,0.414,Eukaryota
LmjF.36.3440,non-orphan,53.26086957,0.16659,35.0412,40.8,0.557,216,-0.75648,0.431,Eukaryota
LmjF.36.3530,non-orphan,15.94202899,0.00649,116.862,22.47,0.647,837,-0.45018,0.956,Eukaryota
LmjF.36.3740,non-orphan,78.07017544,0.03535,310.08,35.96,0.621,168,-0.96667,0.74,Eukaryota
LmjF.36.3770,non-orphan,52.14723926,0.0382,220.51,27.56,0.625,103,-0.87185,0.771,Eukaryota
